time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,RotationX,RotationY,RotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,en0,pdp_ip0,DeviceOrientation,Activity,Activity Confidence,Activity Start,Steps,Last Step Date,State
2014-09-25 20:24:48.322,26,0.26,0,0,0,0,0,0,0,-1,0.1004333,-0.03652954,-1.017105,0,0,0,0,0,-1,-0.02167334,-0.008242217,0.007008108,2.944949,0.0894404,0.0434792,-0.001198467,-0.01021083,-5.352091E-005,0.008404209,-0.0008765348,-0.0445655,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.344,27,0.27,0,0,0,0,0,0,0,-1,0.08831787,-0.04988098,-1.014328,0,0,0,0,0,-1,-0.03931758,-0.004473312,0.004119644,2.944955,0.08961117,0.04316701,-0.007557782,-0.01256697,0.001056769,0.01364995,1.700628E-005,-0.0251581,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.366,28,0.28,0,0,0,0,0,0,0,-1,0.08360291,-0.054245,-1.011185,0,0,0,0,0,-1,-0.03922783,0.0003456783,0.0003760383,2.944929,0.0894529,0.04301484,-0.02520105,-0.008797783,-0.001831586,-0.0009331435,-0.00687941,-0.01924754,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.389,29,0.29,0,0,0,0,0,0,0,-1,0.08790588,-0.04223633,-1.022812,0,0,0,0,0,-1,-0.03800411,-0.003288471,0.001658084,2.94483,0.08916686,0.04271881,-0.02510986,-0.003980075,-0.005574935,-0.005364601,-0.01153917,-0.01606611,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.412,30,0.3,0,0,0,0,0,0,0,-1,0.09318542,-0.04629517,-1.029251,0,0,0,0,0,-1,-0.03290416,0.0002910835,0.0005158543,2.944762,0.08892508,0.04222697,-0.02000882,-0.004038821,-0.007948791,-0.0008228789,-2.190987E-005,-0.02765102,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.434,31,0.31,0,0,0,0,0,0,0,-1,0.09552002,-0.04762268,-1.010681,0,0,0,0,0,-1,-0.01910072,-0.01191605,0.003346528,2.944692,0.08875299,0.04195181,-0.01878641,-0.004035594,-0.005435006,0.00334516,0.0007865475,-0.03093539,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.455,32,0.32,0,0,0,0,0,0,0,-1,0.09527588,-0.04309082,-1.025116,0,0,0,0,0,-1,0.001108408,-0.01693131,0.003808853,2.944642,0.08865105,0.04192801,-0.00498181,-0.01624195,-0.002604238,0.00706285,-0.005706951,-0.01548348,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.480,33,0.33,0,0,0,0,0,0,0,-1,0.08956909,-0.03782654,-1.033936,0,0,0,0,0,-1,0.01633397,-0.01586658,0.001654888,2.944556,0.08841579,0.04210468,0.01526416,-0.02129146,-0.001966735,0.007053496,-0.0009985744,-0.02990491,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.502,34,0.34,0,0,0,0,0,0,0,-1,0.08355713,-0.03636169,-1.017746,0,0,0,0,0,-1,0.002357696,-0.01208729,0.006307697,2.944412,0.08786795,0.04235587,0.03048869,-0.02022677,-0.004120773,0.001892878,0.004516663,-0.03868687,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.524,35,0.35,0,0,0,0,0,0,0,-1,0.08380127,-0.04165649,-1.012115,0,0,0,0,0,-1,-0.02571575,-0.02267362,0.01691214,2.944351,0.08709191,0.04264014,0.007670391,-0.01395226,0.000328774,-0.00334566,0.006265527,-0.02244158,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.548,36,0.36,0,0,0,0,0,0,0,-1,0.09635925,-0.04701233,-1.031525,0,0,0,0,0,-1,0.01196239,-0.05564622,0.02282329,2.944547,0.08648755,0.04258337,-0.01156317,-0.02703604,0.0111365,0.003679612,-0.008882137,-0.03070288,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.572,37,0.37,0,0,0,0,0,0,0,-1,0.09156799,-0.04335022,-1.028641,0,0,0,0,0,-1,0.004180097,-0.06400135,0.03138189,2.944923,0.08571899,0.04312059,0.02611585,-0.06000757,0.0170477,0.01082478,-0.003905102,-0.03612242,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.593,38,0.38,0,0,0,0,0,0,0,-1,0.08552551,-0.04077148,-1.024673,0,0,0,0,0,-1,0.009092831,-0.06763231,0.03896231,2.945392,0.08447492,0.04358122,0.01833305,-0.06836196,0.02560624,0.007273622,0.0002172031,-0.03315276,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.613,39,0.39,0,0,0,0,0,0,0,-1,0.07374573,-0.04139709,-1.014404,0,0,0,0,0,-1,-0.03646134,-0.01024758,0.05766676,2.946087,0.08297235,0.04396083,0.01187937,-0.05735139,0.03661891,0.002728401,0.003175191,-0.02907649,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
